Title,Type,Genres,Release Year,IMDB Average Rating,Available Countries
Fatal Honeymoon,movie,"Action, Biography, Crime",2012,5.5,US
Sabotage,movie,"Action, Crime, Drama",2014,5.7,US
Stigma,movie,"Drama, Fantasy, Horror",1977,6.5,"CA, US"
The Ice House,movie,"Drama, Fantasy, Horror",1978,5.6,"CA, US"
Cancel Christmas,movie,"Comedy, Family, Fantasy",2010,5.4,US
The Wishing Tree,movie,"Family, Romance",2012,6.3,US
Harvest of Fire,movie,"Crime, Drama",1996,6.5,US
The Cat in the Hat Knows a Lot About Christmas!,movie,"Animation, Family",2012,4.7,DE
Monsters: Dark Continent,movie,"Action, Drama, Sci-Fi",2014,4.3,US
Christmas Song,movie,"Drama, Family, Music",2012,5.6,US
Kyle Kinane: Whiskey Icarus,movie,"Comedy, Documentary",2012,7.7,US
Gunfighters of Abilene,movie,"Romance, Western",1959,5.3,US
Hitched for the Holidays,movie,"Drama, Romance",2012,6.5,US
"Another Man, Another Chance",movie,"Adventure, Drama, Romance",1977,6.3,US
The Protagonists,movie,"Crime, Thriller",1999,5.4,GB
Smart Cookies,movie,Adventure,2012,6.1,US
The Last Exorcism Part II,movie,"Horror, Thriller",2013,4.0,US
RED 2,movie,"Action, Comedy, Crime",2013,6.6,"BR, CL, CO, MX"
Kristy,movie,"Horror, Thriller",2014,5.9,US
Haunt,movie,"Horror, Mystery, Romance",2013,5.1,US
Paranormal Activity: The Ghost Dimension,movie,"Horror, Mystery",2015,4.6,"AT, AU, CA, CH, DE, FR, GB, IE, IT"
Ammaa Ki Boli,movie,"Comedy, Drama",2021,6.6,IN
A Season for Miracles,movie,"Drama, Romance",1999,7.6,US
Dance Craze,movie,"Documentary, Music",1981,8.0,GB
The Librarians,movie,"Action, Thriller",2003,4.4,US
Mouna Guru,movie,"Action, Thriller",2011,7.8,US
A Fairly Odd Christmas,movie,"Comedy, Family, Fantasy",2012,4.3,"AR, AT, AU, BO, BR, CA, CH, CL, CO, CR, DE, DO, EC, FR, GB, GT, HN, IE, IT, MX, NI, PA, PE, PY, SV, US, VE"
By Love Possessed,movie,"Drama, Mystery",1961,5.4,US
Border Run,movie,"Crime, Drama, Mystery",2012,4.2,US
Cigarette Ki Tarah,movie,"Romance, Thriller",2012,4.6,US
Nineteen Twenty One,movie,"Action, Drama, War",1988,6.7,"IN, US"
Alison's Birthday,movie,"Horror, Mystery",1981,5.9,"AU, CA, US"
A Dangerous Summer,movie,"Drama, Thriller",1982,3.4,AU
The Slab Boys,movie,Drama,1997,5.9,"CA, US"
The Good Witch's Charm,movie,"Drama, Family, Fantasy",2012,6.9,US
"Me & You, Us, Forever",movie,Drama,2008,4.2,US
Geethanjali,movie,"Drama, Romance",1989,8.3,"IN, US"
The Long Farewell,movie,Drama,1971,7.3,DE
The Last of the Fast Guns,movie,Western,1958,6.3,US
The Cat,movie,"Crime, Thriller",1988,7.1,DE
Christmas Dance,movie,"Family, Romance",2012,6.2,US
The Ride,movie,"Drama, Family, Sport",1997,6.5,US
The Christmas Heart,movie,Drama,2012,6.0,US
The War at Home,movie,"Documentary, History, Music",1979,7.6,CA
All About Christmas Eve,movie,"Comedy, Romance",2012,5.8,US
Christmas with Holly,movie,"Drama, Family, Romance",2012,7.1,US
Eugene Mirman: An Evening of Comedy in a Fake Underground Laboratory,movie,"Comedy, Documentary",2012,6.7,US
Rajdhani Express,movie,"Action, Drama, Thriller",2013,2.8,US
Love at the Christmas Table,movie,"Comedy, Drama, Romance",2012,6.4,"DE, US"
Pardesi,movie,"Adventure, Biography, History",1957,6.8,"IN, US"
I Give It a Year,movie,"Comedy, Romance",2013,5.7,FR
Jingle & Bell's Christmas Star,movie,"Animation, Drama, Family",2012,7.2,US
When the Lights Go Out,movie,Drama,2010,5.9,US
Ramji Rao Speaking,movie,"Comedy, Drama, Thriller",1989,8.5,"IN, US"
Mannar Mathai Speaking,movie,"Comedy, Thriller",1995,7.9,"IN, US"
Der Bärenhäuter,movie,"Family, Fantasy",1986,6.4,DE
Best Actor,movie,"Comedy, Drama",2010,7.0,"IN, US"
Mayavi,movie,"Action, Comedy, Drama",2007,6.8,"IN, US"
Passenger,movie,"Drama, Thriller",2009,7.3,"IN, US"
Gina Yashere: Skinny B*tch,movie,"Comedy, Documentary",2008,6.5,"CA, US"
Naran,movie,"Action, Thriller",2005,7.3,"IN, US"
Sasneham Sumithra,movie,"Drama, Mystery, Thriller",2004,5.4,"IN, US"
Lorna Doone,movie,"Drama, Romance",1990,5.8,CA
Ee Pattanathil Bhootham,movie,"Comedy, Fantasy",2009,3.5,"IN, US"
Nichts als die Wahrheit - 30 Jahre Die Toten Hosen,movie,"Documentary, Music",2012,7.8,DE
Aniyathi Pravu,movie,"Drama, Romance",1997,7.3,US
Manassinakkare,movie,"Comedy, Drama",2003,7.5,"IN, US"
Mr. Stink,movie,"Comedy, Drama, Family",2012,6.6,"CA, US"
Rajamanikyam,movie,"Action, Comedy",2005,7.8,"IN, US"
Vendetta for the Saint,movie,"Action, Adventure, Crime",1969,6.2,AU
The Cabin,movie,Comedy,2011,5.3,US
Diary of a Butterfly,movie,Drama,2012,3.9,"AU, IN, US"
Only Lovers Left Alive,movie,"Comedy, Drama, Fantasy",2013,7.2,US
Akkare Akkare Akkare,movie,Comedy,1990,7.7,"IN, US"
The Best Offer,movie,"Crime, Drama, Mystery",2013,7.8,"CA, US"
Ain't Them Bodies Saints,movie,"Crime, Drama, Romance",2013,6.4,US
Veeralipattu,movie,Drama,2007,5.2,"IN, US"
The Angriest Man in Brooklyn,movie,"Comedy, Drama",2014,5.7,US
Moonnamathoral,movie,"Drama, Horror, Thriller",2006,5.2,US
Doors Open,movie,"Crime, Drama",2012,5.8,AU
Undercover Bridesmaid,movie,"Mystery, Romance",2012,5.5,US
"Santa, Jr.",movie,"Comedy, Fantasy, Romance",2002,5.4,US
The Complex,movie,"Drama, Fantasy, Horror",2013,5.1,ES
It Felt Like Love,movie,Drama,2013,5.8,DE
Return to Treasure Island,movie,"Adventure, Family",1954,4.4,US
The Black Velvet Gown,movie,Drama,1991,6.9,CA
Come Away Home,movie,"Drama, Family",2005,6.6,US
13 Sins,movie,"Horror, Thriller",2014,6.3,"AR, BO, BR, CL, CO, CR, DO, EC, GT, HN, IN, MX, NI, PA, PE, PY, SV, VE"
Babai Abbai,movie,"Comedy, Romance",1984,6.8,"AU, IN, US"
Bhookailas,movie,"Drama, Musical",1958,7.6,"IN, US"
Overtime,movie,"Comedy, Horror, Sci-Fi",2011,5.4,"AU, IN"
The Hero's Journey: The World of Joseph Campbell,movie,"Biography, Documentary",1987,8.1,CA
A Cloud in the Teeth,movie,Comedy,1974,5.7,DE
Aan: Men at Work,movie,"Action, Crime, Drama",2001,5.8,IN
Laugh to Keep from Crying,movie,Comedy,2011,3.4,US
The Shell Seekers,movie,Drama,1989,6.5,"DE, US"
Redwood Curtain,movie,Drama,1995,5.7,US
The Kings of Summer,movie,"Adventure, Comedy, Drama",2013,7.1,"CL, CO, DE, MX"
Concussion,movie,Drama,2013,5.6,US
Saadi Love Story,movie,"Comedy, Romance",2013,5.4,"IN, US"
Anthony Jeselnik: Caligula,movie,Comedy,2013,7.9,"AU, US"
Jug Face,movie,"Drama, Horror, Thriller",2013,5.3,CA
Table No. 21,movie,"Adventure, Drama, Thriller",2013,7.2,US
The Appointment,movie,Horror,1982,6.2,GB
Interstellar,movie,"Adventure, Drama, Sci-Fi",2014,8.7,"CA, US"
In a World...,movie,Comedy,2013,6.6,US
Crystal Fairy & the Magical Cactus,movie,"Adventure, Comedy, Drama",2013,5.9,US
Pet Sematary,movie,"Horror, Mystery, Thriller",2019,5.7,"AT, AU, CH, DE, FR, GB, IE, IT, US"
She Made Them Do It,movie,"Crime, Drama",2013,6.2,US
Oculus,movie,"Horror, Mystery, Thriller",2013,6.5,US
Houdini: Unlocking the Mystery,movie,Documentary,2005,7.8,US
Amazing Racer,movie,"Drama, Family, Sport",2009,5.5,US
Mood Indigo,movie,"Comedy, Drama, Fantasy",2013,6.5,DE
Queen of the Desert,movie,"Adventure, Biography, Drama",2015,5.7,"DE, US"
Joe,movie,"Crime, Drama, Thriller",2013,6.8,US
I Am Alive: Surviving the Andes Plane Crash,movie,Documentary,2010,8.3,US
The Purge,movie,"Horror, Sci-Fi, Thriller",2013,5.7,AU
Mayabazar,movie,"Comedy, Drama",1957,9.1,"IN, US"
Survival Code,movie,"Action, Sci-Fi",2013,5.6,US
How to Fall in Love,movie,"Comedy, Romance",2012,6.4,US
Akenfield,movie,Drama,1974,7.2,GB
The Angel Levine,movie,Drama,1970,6.0,US
U R My Jaan,movie,Romance,2011,5.9,"IN, US"
Collision,movie,"Action, Romance, Thriller",2013,5.9,"AR, BR, CL, CO, MX"
Devaraya,movie,Comedy,2012,3.5,"IN, US"
Sandwich,movie,"Comedy, Thriller",2006,5.6,US
La Bohème,movie,"Drama, Music",1965,7.5,US
The Inevitable Defeat of Mister & Pete,movie,Drama,2013,7.5,US
Dirty Wars,movie,"Crime, Documentary, History",2013,7.4,US
20 Feet from Stardom,movie,"Biography, Documentary, History",2013,7.4,CA
The Rambler,movie,"Comedy, Horror, Mystery",2013,4.8,US
Anita: Speaking Truth to Power,movie,"Documentary, History",2013,6.8,US
The World According to Dick Cheney,movie,Documentary,2013,7.1,US
Ghost Team One,movie,"Comedy, Horror",2013,4.2,US
Emma's Wish,movie,"Comedy, Drama, Fantasy",1998,5.7,US
Little Girl Lost: The Delimar Vera Story,movie,Drama,2008,6.7,US
Hotel Transylvania 2,movie,"Adventure, Animation, Comedy",2015,6.6,CA
An Amish Murder,movie,"Drama, Mystery, Thriller",2013,6.2,US
Jimmy P: Psychotherapy of a Plains Indian,movie,"Biography, Drama, Thriller",2013,6.1,"AR, BR, CL, CO, MX, US"
A Model Daughter: The Killing of Caroline Byrne,movie,"Crime, Drama, History",2009,6.1,CA
Some Kind of a Nut,movie,Comedy,1969,4.3,US
Kyon Ki...,movie,"Drama, Romance",2005,5.5,"AU, IN, US"
Chal Mere Bhai,movie,"Comedy, Romance",2000,4.7,IN
Biwi No. 1,movie,"Comedy, Drama, Romance",1999,5.7,"AU, IN, US"
When One Falls in Love,movie,"Comedy, Drama, Romance",1998,5.9,IN
The Power of Few,movie,"Action, Crime, Drama",2013,5.1,"AR, BO, BR, CL, CO, CR, DO, EC, GT, HN, MX, NI, PA, PE, PY, SV, VE"
Ashaant,movie,"Action, Thriller",1993,4.4,"IN, US"
Jhankaar Beats,movie,"Comedy, Music, Romance",2003,7.1,IN
Kristen Schaal: Live at the Fillmore,movie,Comedy,2013,5.8,US
The Missing Lady,movie,"Crime, Drama, Mystery",1946,5.4,US
The Shadow Returns,movie,"Comedy, Crime, Mystery",1946,5.4,US
The Liability,movie,"Comedy, Crime, Thriller",2012,5.9,US
The Census Taker,movie,"Comedy, Crime",1984,5.5,US
Dunno Y Na Jaane Kyun...,movie,"Drama, Romance",2010,3.8,IN
Nearlyweds,movie,"Comedy, Romance",2013,5.7,US
Just Write,movie,"Comedy, Romance",1997,6.1,US
Column South,movie,Western,1953,6.3,US
The Love Section,movie,"Comedy, Drama, Romance",2013,5.4,US
Stand Off,movie,"Comedy, Crime, Drama",2011,5.5,AU
Betty and Coretta,movie,"Biography, Drama",2013,6.3,US
Where There's a Will,movie,"Comedy, Drama",2006,6.2,US
Madea Gets a Job,movie,Comedy,2013,4.6,US
Bloodsucking Cinema,movie,"Documentary, Horror",2007,6.1,US
Fida,movie,"Action, Crime, Drama",2004,5.5,IN
Scorpion in Love,movie,"Drama, Romance, Sport",2013,5.8,"AR, BR, CL, CO, MX"
Bog,movie,Horror,1979,3.2,"CA, US"
Haunter,movie,"Fantasy, Horror, Mystery",2013,5.9,"AR, BO, BR, CL, CO, CR, DO, EC, GT, HN, MX, NI, PA, PE, PY, SV, US, VE"
Burning an Illusion,movie,Drama,1982,6.9,GB
Filhaal...,movie,"Drama, Romance",2002,5.7,"IN, US"
Paws to the Rescue,movie,"Adventure, Comedy, Family",1999,4.8,US
The Wish List,movie,"Comedy, Drama, Romance",2010,6.2,US
Brooklyn,movie,"Drama, Romance",2015,7.5,CA
Hatchet III,movie,"Action, Comedy, Horror",2013,5.6,CA
Gunpoint,movie,"Drama, Western",1966,6.1,US
Thesis on a Homicide,movie,"Crime, Mystery, Thriller",2013,6.3,BR
Wenn die tollen Tanten kommen,movie,"Comedy, Musical",1970,2.9,DE
The Town Christmas Forgot,movie,"Comedy, Family",2010,5.7,US
Johar-Mehmood in Goa,movie,"Action, Adventure, Comedy",1965,7.0,"IN, US"
Eppadi Manasukkul Vandhai,movie,"Drama, Romance",2012,4.3,US
Furious 7,movie,"Action, Thriller",2015,7.1,AU
Chakradhaar,movie,"Action, Crime, Drama",2012,4.2,"AU, IN, US"
The Yellow Tomahawk,movie,Western,1954,6.1,US
American Hustle,movie,"Crime, Drama",2013,7.2,IN
The Rocket,movie,Drama,2013,7.3,CA
Empire State,movie,"Crime, Thriller",2013,5.2,"BR, CA, CL, CO, MX"
Dangerous Exile,movie,"Adventure, Drama, Romance",1957,5.6,US
The Gambler Wore a Gun,movie,Western,1961,5.7,US
Family Plan,movie,Comedy,2005,5.4,US
California,movie,Western,1963,5.2,US
Hammer Down,movie,"Action, Drama",1992,3.5,US
Gun Fight,movie,Western,1961,5.2,US
Finding Vivian Maier,movie,"Biography, Documentary, Mystery",2013,7.7,US
Short Term 12,movie,Drama,2013,7.9,CA
Number One with a Bullet,movie,"Action, Crime, Thriller",1987,4.8,US
Ganked,movie,Comedy,2005,3.5,US
Robin Hood of the Pecos,movie,Western,1941,5.8,US
Nacht über Berlin,movie,"Drama, History",2013,6.2,DE
Flight to Hong Kong,movie,"Crime, Drama, Film-Noir",1956,5.6,US
Captain Kidd and the Slave Girl,movie,"Action, Adventure",1954,5.3,US
Anna Lucasta,movie,Drama,1958,6.8,US
Arizona Whirlwind,movie,Western,1944,5.8,US
The Hot Flashes,movie,"Comedy, Sport",2013,5.1,"AR, BR, CL, CO, MX"
Daag,movie,"Drama, Romance",1952,6.7,"IN, US"
"Cupid, Inc.",movie,"Comedy, Romance",2012,5.1,US
Breathing Lessons,movie,Drama,1994,6.5,US
The Piano Lesson,movie,"Drama, Music",1995,6.9,US
Deadly Code,movie,"Crime, Drama",2013,6.3,US
Dhenikaina Ready,movie,"Action, Comedy",2012,5.6,IN
The Green Inferno,movie,"Adventure, Horror",2013,5.4,US
The Lost Medallion: The Adventures of Billy Stone,movie,"Adventure, Family, Fantasy",2013,4.9,US
Birth of the Living Dead,movie,Documentary,2013,7.0,"CA, US"
Flight That Disappeared,movie,"Adventure, Fantasy, Sci-Fi",1961,5.7,US
A Very Barry Christmas,movie,Animation,2005,6.4,US
The Attacks of 26/11,movie,"Action, Crime, Drama",2013,6.9,"AU, IN, US"
Jappeloup,movie,"Biography, Drama, Sport",2013,6.6,FR
Frau Böhm sagt Nein,movie,Drama,2009,7.1,DE
Khumba,movie,"Adventure, Animation, Comedy",2013,5.6,US
The Trials of Oscar Wilde,movie,"Biography, Drama, History",1960,7.1,US
Be-Imaan,movie,"Drama, Family",1972,7.2,"IN, US"
Hours,movie,"Drama, Thriller",2013,6.3,"AR, BR, CL, CO, MX, US"
Girl Rising,movie,"Documentary, Drama",2013,7.1,CA
Dhoom Dadakka,movie,"Comedy, Crime, Drama",2008,3.3,"AU, IN, US"
Fort Yuma,movie,Western,1955,5.3,US
Curandero,movie,Horror,2005,5.0,US
Timbuktu,movie,"Action, Adventure, Romance",1958,5.6,US
All Is Bright,movie,"Comedy, Drama",2013,5.6,US
Elaine Stritch: Shoot Me,movie,Documentary,2013,7.5,"CA, US"
Dancing in Jaffa,movie,"Documentary, Drama, Family",2013,6.9,"CA, US"
Floating Skyscrapers,movie,"Drama, Romance",2013,6.3,GB
Dark Touch,movie,Horror,2013,4.8,CA
The Machine,movie,"Action, Drama, Sci-Fi",2013,6.0,CA
The Trials of Muhammad Ali,movie,"Biography, Documentary, Sport",2013,7.2,"CA, GB"
Jane Got a Gun,movie,"Action, Drama, Western",2015,5.9,"CA, DE"
One Way Pendulum,movie,Comedy,1965,5.7,US
Cheap Thrills,movie,"Comedy, Crime, Drama",2013,6.7,US
A Madea Christmas,movie,"Comedy, Drama, Romance",2013,5.1,"BR, CL, CO, MX"
Free Birds,movie,"Adventure, Animation, Comedy",2013,5.8,US
Deadly Duo,movie,Mystery,1962,5.4,US
+1,movie,"Horror, Sci-Fi, Thriller",2013,5.5,"CA, US"
Foreign Letters,movie,"Comedy, Drama",2012,7.0,CA
Enter the Dangerous Mind,movie,Thriller,2013,5.1,ES
White Reindeer,movie,"Comedy, Drama",2013,5.7,"CA, US"
Outpost in Malaya,movie,"Adventure, Drama",1952,5.9,US
Home Run,movie,"Drama, Sport",2013,5.9,US
Mercenary Fighters,movie,"Action, Adventure, Drama",1988,4.6,US
Shadow People,movie,"Horror, Thriller",2013,5.3,US
Lily Dale,movie,Drama,1996,5.1,US
Stud Life,movie,"Drama, Romance",2012,5.0,GB
Jolly LLB,movie,"Comedy, Crime, Drama",2013,7.5,US
Alan Partridge,movie,"Action, Comedy, Crime",2013,6.9,AU
Verratene Freunde,movie,Drama,2013,6.4,DE
The Hour of the Lynx,movie,"Crime, Drama",2013,6.1,DE
Der Tangospieler,movie,Drama,1991,6.2,DE
Amaidhi Padai,movie,"Action, Crime, Drama",1994,7.7,"IN, US"
The Lady Vanishes,movie,"Mystery, Thriller",2013,6.1,"AU, CA, US"
The Punk Singer,movie,"Biography, Documentary, Music",2013,7.4,US
3G: A Killer Connection,movie,"Horror, Mystery, Sci-Fi",2013,3.6,US
The Colony,movie,"Action, Horror, Sci-Fi",2013,5.3,US
The Black Stuff,movie,Drama,1980,8.0,"CA, US"
Craig Ferguson: I'm Here to Help,movie,"Comedy, Documentary",2013,7.1,"CA, US"
24 Hour Love,movie,Drama,2013,3.4,US
Is There Life Out There?,movie,Drama,1994,6.8,US
Bastards,movie,"Drama, Romance",2013,6.1,US
A Field in England,movie,"Drama, History, Horror",2013,6.2,CA
Lost Lagoon,movie,Drama,1957,5.8,US
Video Voyeur: The Susan Wilson Story,movie,Drama,2002,6.0,US
Madhirashi,movie,"Comedy, Drama",2012,3.5,"IN, US"
Witching and Bitching,movie,"Action, Comedy, Fantasy",2013,6.4,"CA, US"
China Doll,movie,"Drama, Romance, War",1958,6.0,US
They Came Together,movie,"Comedy, Romance",2014,5.6,IN
Down the Shore,movie,"Drama, Mystery, Romance",2011,5.9,"AR, BR, CL, CO, MX"
Aapathbandavudu,movie,"Drama, Musical",1992,7.9,"IN, US"
The Law Rides Again,movie,"Drama, Western",1943,5.6,US
Red Canyon,movie,"Drama, Western",1949,6.3,US
Appula Appa Rao,movie,Comedy,1991,7.6,"IN, US"
Gun Duel in Durango,movie,Western,1957,5.9,US
Our Wild Hearts,movie,"Drama, Family, Western",2013,5.2,US
Settai,movie,"Comedy, Crime",2013,4.6,IN
Ninja: Shadow of a Tear,movie,"Action, Thriller",2013,6.1,"AR, BR, CL, CO, MX"
Twist of Fate,movie,"Drama, Romance",2013,6.5,US
Child 44,movie,"Crime, Drama, History",2015,6.4,"BR, CL, CO, IN, MX"
Kevin Hart: Let Me Explain,movie,"Comedy, Documentary",2013,6.7,"BR, CL, CO, MX"
Pappayude Swantham Appoos,movie,Drama,1992,7.7,"AU, IN, US"
Ankahee,movie,"Drama, Romance, Thriller",2006,4.6,IN
Enemy,movie,"Drama, Mystery, Thriller",2013,6.9,"DE, GB"
House Arrest,movie,"Comedy, Drama",2012,2.9,US
The Diary of a High School Bride,movie,Drama,1959,5.3,US
11.6,movie,"Biography, Drama, Thriller",2013,5.7,"AR, BR, CL, CO, MX"
Dark Places,movie,"Crime, Drama, Mystery",2015,6.2,"BR, CL, CO, MX"
The Snake Girl and the Silver-Haired Witch,movie,"Horror, Mystery, Thriller",1968,6.6,CA
Lava Kusa,movie,"Drama, Family, Musical",1963,8.2,US
The Mystery of a Hansom Cab,movie,"Crime, Drama, Mystery",2012,6.4,"CA, US"
Destiny Road,movie,Drama,2012,6.2,US
Mother Holly,movie,"Family, Fantasy",1961,5.9,DE
Think Like a Man Too,movie,"Comedy, Romance",2014,5.7,US
Im Netz,movie,"Crime, Drama",2013,6.1,DE
Young & Beautiful,movie,"Drama, Romance",2013,6.7,US
Deliver Us from Evil,movie,"Crime, Horror, Mystery",2014,6.2,US
Gefährliche Freundin,movie,"Comedy, Crime",1996,7.3,DE
Ina,movie,"Drama, Romance",1982,5.9,"IN, US"
A Time to Remember,movie,"Drama, Family",2003,6.2,US
Yeh Jawaani Hai Deewani,movie,"Comedy, Drama, Musical",2013,7.3,US
Gun Brothers,movie,Western,1956,5.8,US
Khyber Patrol,movie,"Adventure, History, War",1954,5.6,US
Soulja Boy: The Movie,movie,Documentary,2011,5.6,US
[REC] 4: Apocalypse,movie,"Action, Horror, Thriller",2014,5.3,FR
Battle of the Damned,movie,"Action, Adventure, Horror",2013,4.5,US
Mystery Girl,movie,"Comedy, Romance",2011,6.1,US
Zulu,movie,"Action, Crime, Drama",2013,6.7,US
Amy Schumer: Mostly Sex Stuff,movie,Comedy,2012,6.1,"AU, CA, US"
The Strangler,movie,"Crime, Drama, Horror",1970,6.5,"CA, US"
Borgman,movie,"Drama, Mystery, Thriller",2013,6.7,CA
My Mother's Laptop,movie,Drama,2008,5.0,US
Who's Who,movie,"Comedy, Drama, Horror",1979,6.7,"CA, US"
Overland Riders,movie,"Drama, Western",1946,6.0,US
Gunslinger,movie,Western,1956,3.8,US
Top of the World,movie,Adventure,1955,5.9,US
Pizza Man,movie,"Action, Comedy, Family",2011,3.9,"AR, BR, CL, CO, MX"
Space Warriors,movie,"Adventure, Family, Sci-Fi",2013,4.5,"AR, BO, BR, CL, CO, CR, DO, EC, GT, HN, MX, NI, PA, PE, PY, SV, VE"
Remember Sunday,movie,"Drama, Romance",2013,6.9,US
Arrambam,movie,"Action, Drama, Mystery",2013,7.0,US
Nothing Bad Can Happen,movie,"Crime, Drama, Horror",2013,6.9,CA
Melody Parade,movie,Comedy,1943,5.7,US
The Dalton Girls,movie,Western,1957,5.6,US
Star Trek Beyond,movie,"Action, Adventure, Sci-Fi",2016,7.0,"AR, AT, AU, BO, BR, CA, CH, CL, CO, CR, DE, DO, EC, FR, GB, GT, HN, IE, IT, MX, NI, PA, PE, PY, SV, US, VE"
Outlaw's Son,movie,Western,1957,6.1,US
Son of Darkness: To Die for II,movie,"Drama, Horror",1991,3.8,"IN, US"
Hero's Island,movie,"Action, Adventure, Drama",1962,5.5,US
Noose for a Gunman,movie,Western,1960,5.7,US
Edward and Caroline,movie,"Comedy, Drama, Romance",1951,6.9,DE
Die Buntkarierten,movie,Drama,1949,6.7,DE
Al Madrigal: Why Is the Rabbit Crying?,movie,Comedy,2013,7.0,US
Chinna Veedu,movie,"Comedy, Romance",1985,7.3,"IN, US"
Theeya Velai Seiyyanum Kumaru,movie,Comedy,2013,6.2,US
American Sniper,movie,"Action, Biography, Drama",2014,7.3,CA
Blood Ties,movie,"Action, Crime, Drama",2013,6.5,"AR, BR, CL, CO, MX"
Kireedam,movie,"Action, Drama",1989,8.9,"IN, US"
"Sex, Lies & Obsession",movie,Drama,2001,5.2,US
Mr. Hockey: The Gordie Howe Story,movie,"Biography, Drama, Sport",2013,6.7,US
Raanjhanaa,movie,"Drama, Romance",2013,7.6,"IN, US"
My Sweet Orange Tree,movie,"Drama, Family",2012,7.2,DE
Irupatham Noottandu,movie,Drama,1987,7.8,"AU, IN, US"
The Young Animals,movie,Drama,1968,5.4,US
Go Goa Gone,movie,"Action, Adventure, Comedy",2013,6.7,"AU, IN, US"
War Drums,movie,Western,1957,5.6,US
You and the Night,movie,"Comedy, Drama, Romance",2013,5.6,GB
Black Joy,movie,Comedy,1977,6.3,GB
Delphinsommer,movie,Drama,2004,7.0,DE
No Escape,movie,"Action, Thriller",2015,6.7,US
The Two Faces of January,movie,"Crime, Mystery, Romance",2014,6.2,DE
Kinara,movie,"Drama, Romance",1977,6.9,"IN, US"
Kite,movie,"Action, Crime, Thriller",2014,4.4,US
A Story of David: The Hunted,movie,Drama,1960,5.5,US
The Perfect Gift,movie,"Comedy, Drama, Music",2011,4.0,US
Mystery Woman: Mystery Weekend,movie,Mystery,2005,6.8,US
Z for Zachariah,movie,"Drama, Romance, Sci-Fi",2015,6.0,US
The Selfish Giant,movie,Drama,2013,7.3,"AU, CA"
"Pete Holmes: Nice Try, the Devil!",movie,Comedy,2013,7.2,"AU, CA, US"
Paithrukam,movie,Drama,1993,7.9,IN
At Middleton,movie,"Comedy, Romance",2013,6.5,US
A Is for Acid,movie,"Crime, Drama, Mystery",2002,7.0,AU
Neighbors,movie,Comedy,2014,6.3,AU
Rangeelay,movie,"Action, Comedy, Drama",2013,5.0,"IN, US"
Department Q: The Keeper of Lost Causes,movie,"Crime, Drama, Mystery",2013,7.2,"CA, US"
Der Vollgasmann,movie,Comedy,2013,5.6,DE
Venus in Fur,movie,Drama,2013,7.1,US
The True Story of Killing Pablo,movie,"Crime, Documentary, History",2002,7.3,US
Enslavement: The True Story of Fanny Kemble,movie,"Biography, Drama",2000,6.5,US
Mystery Woman: Sing Me a Murder,movie,"Crime, Mystery, Thriller",2005,6.4,US
Monogamie für Anfänger,movie,"Comedy, Romance",2008,6.6,DE
Welcome to New York,movie,Drama,2014,5.6,US
Jodi Arias: Dirty Little Secret,movie,"Drama, Romance, Thriller",2013,6.2,US
Ring of Fire,movie,"Biography, Music, Romance",2013,5.9,US
Pingami,movie,"Action, Comedy, Drama",1994,7.4,US
Nirnnayam,movie,"Action, Thriller",1995,7.1,US
Apartment 4E,movie,"Drama, Mystery",2012,4.7,US
Main Krishna Hoon,movie,"Animation, Family, Musical",2013,5.1,"IN, US"
Overland Pacific,movie,Western,1954,5.5,US
Elephant Tales,movie,"Action, Adventure, Family",2006,5.3,US
Dead Woman from Beverly Hills,movie,"Comedy, Crime, Drama",1964,6.6,DE
Caligula: 1400 Days of Terror,movie,"Documentary, History",2012,6.8,US
Nicky Deuce,movie,"Comedy, Crime, Family",2013,5.5,US
Gun Street,movie,Western,1961,5.0,US
Just a Boys' Game,movie,"Comedy, Drama, Horror",1979,8.0,"CA, US"
The Frozen Ground,movie,"Biography, Crime, Drama",2013,6.4,US
Pawn Shop Chronicles,movie,"Action, Comedy, Crime",2013,5.9,"AR, BR, CL, CO, MX, US"
Ee Rojullo,movie,"Comedy, Romance",2012,5.6,IN
Blindsided,movie,"Drama, Mystery, Thriller",2013,5.5,US
Trap for Cinderella,movie,"Crime, Drama, Mystery",2013,5.6,CA
5-25-77,movie,"Comedy, Drama",2008,6.5,US
Thammudu,movie,"Action, Drama, Sport",1999,7.9,US
Mystery Road,movie,"Crime, Drama, Mystery",2013,6.6,GB
Atlas Shrugged: Who Is John Galt?,movie,"Drama, Mystery, Sci-Fi",2014,4.3,US
For a Woman,movie,"Drama, Romance",2013,6.6,FR
Sarocharu,movie,"Drama, Romance",2012,4.7,IN
Veedu Theda,movie,Drama,2011,5.8,"IN, US"
Paris Countdown,movie,"Crime, Thriller",2013,4.5,"AR, BR, CL, CO, MX"
Draft Day,movie,"Drama, Sport",2014,6.8,"BR, CA, CL, CO, MX"
Submerged,movie,Drama,2001,5.7,"BR, CL, CO, MX"
The Elephants' Graveyard,movie,"Comedy, Drama, Horror",1976,7.4,"CA, US"
Goodbye World,movie,"Comedy, Drama",2013,5.4,US
Cuban Fury,movie,"Comedy, Romance, Sport",2014,6.2,US
Life of a King,movie,Drama,2013,6.9,US
Last Love,movie,"Comedy, Drama, Romance",2013,6.7,"CA, US"
Security,movie,Short,2006,7.3,IN
